--Loading Data mm-dd-yyyy.txt
USE [TestDB2];
GO

ALTER TABLE Employee NOCHECK CONSTRAINT ALL;

-- Add Department data
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D22', 22, N'Sales', N'quad gravis et egreddior fecundio, et parte quis plorum et apparens trepicandor parte Sed Versus plurissimum regit,')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D28', 63, N'Marketing', N'non quo rarendum cognitio, si manifestum si homo, eudis et habitatio fecundio, manifestum eggredior. quad dolorum')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D44', 23, N'Human Resources', N'essit. vobis non egreddior glavans vantis. et funem. fecit. transit. bono Quad quoque et funem. et ut pars volcans quo, in quoque gravis')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D53', 48, N'Customer Service', N'quantare fecit. linguens Sed Longam, estis estis volcans funem. estum. imaginator rarendum volcans travissimantor apparens')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D56', 34, N'IT', N'quo plurissimum volcans gravis e funem. in glavans ut quad plorum travissimantor estum. e gravis quo,')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D57', 40, N'Operational', N'et e funem. et delerium. egreddior pars et quad et quantare apparens gravum apparens quad dolorum quantare non')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D6 ', 38, N'Administrative', N'quartu quad ut quad pars fecit. quantare quo, vobis trepicandor nomen non esset Id in quis plurissimum')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D75', 49, N'Production', N'quad egreddior manifestum Sed et venit. vobis nomen travissimantor quartu Sed egreddior transit. quad nomen quad')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D89', 29, N'Social', N'et travissimantor quo apparens plorum fecit, ut non Longam, et funem. plurissimum travissimantor quo')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D96', 55, N'TOP SECRET', N'novum nomen Versus Longam, non pladior travissimantor transit. quad dolorum dolorum egreddior in quis quad')
GO

-- Add Employee data
SET IDENTITY_INSERT [dbo].[Employee] ON 
GO
INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (1, N'D75', N'Angie', N'Fuller','06-17-2010', N'Q06SSYOAPDT0T9NEZJQJAWIJDM9RS2H2SYCENK8GLUPFZFKO8YHG4',0,'06-07-2015','07-13-2010')
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (148, N'8807177684', N'1362435744', N'752 West Milton Avenue', N'Toledo', N'Michigan', N'USA', N'twuysx4@reshyuihe.twjlhd.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (149, N'5431345452', N'7841811189', N'12 Fabien Blvd.', N'Fort Worth', N'South Dakota', N'USA', N'tzzohs.wawbgqa@disgro.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (150, N'3749875681', N'7380341731', N'328 Second Boulevard', N'Fort Wayne', N'New Mexico', N'USA', N'izzkm2@addxa.lyhkcw.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (151, N'4481775660', N'3275340818', N'85 White Milton Drive', N'Pittsburgh', N'Minnesota', N'USA', N'pedv04@yswcj.dvcwzq.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (152, N'3304477026', NULL, N'352 South Rocky Milton Street', N'Spokane', N'West Virginia', N'USA', N'ihutggp@hgwvw.pvhyhn.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (153, N'9727498995', N'7542727079', N'126 West Clarendon Road', N'Louisville', N'Texas', N'USA', N'sghtgx.wnclidbemw@big-fe.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (154, N'8460704412', NULL, N'83 Nobel St.', N'Anchorage', N'South Carolina', N'USA', N'vhzt592@evfjjs.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (155, N'3314647044', NULL, N'466 South Hague Drive', N'Nashville', N'New Hampshire', N'USA', N'mtdmmtc92@odfpnjaep.xufokw.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (156, N'1043076389', N'0911165948', N'749 West Second Blvd.', N'Las Vegas', N'Nevada', N'USA', N'ivww8@hsez-e.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (157, N'4583071631', N'5474776842', N'533 Green Hague St.', N'Akron', N'Kentucky', N'USA', N'sauwi862@dqojbz.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (158, N'2094135949', N'5981932404', N'220 Rocky Milton Street', N'San Francisco', N'Iowa', N'USA', N'sbntzkrl856@vd-zks.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (159, NULL, N'9196012860', N'336 New Road', N'Colorado', N'Pennsylvania', N'USA', N'ldhurd.aoky@awyrsm.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (160, N'1510372842', N'0251635729', N'74 South New Parkway', N'Columbus', N'Alaska', N'USA', N'dofytfc476@spahof.-gabhc.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (161, N'4634037615', N'4459617504', N'943 Clarendon Parkway', N'Colorado', N'Wyoming', N'USA', N'tzmvbasp.quaiyfzk@jrlyjncg.vkayzm.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (162, N'6585459234', N'4180158147', N'345 North Fabien St.', N'Corpus Christi', N'Iowa', N'USA', N'vaqzahx.vsivcxsz@nnlnxl.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (163, N'0492487775', N'3114725608', N'347 Rocky New Way', NULL, N'New York', N'USA', N'yova.aejuejk@yrkyit.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (164, N'3628917273', N'9886492281', N'85 White Oak Way', N'Chicago', N'New Hampshire', N'USA', N'zilxsjn.pjyjouw@ymxthq.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (165, N'9643950886', N'0422153053', N'44 East Nobel Way', N'Baltimore', N'Texas', N'USA', N'nwmnbe863@uwaqt-.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (166, N'7618021905', N'3244742665', N'47 Hague Boulevard', N'Dallas', N'West Virginia', N'USA', N'jwoco.lfauxfvqga@ocsbmf.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (167, N'4332264222', N'9749217869', N'37 White Second Drive', N'New York', N'Mississippi', N'USA', N'qvdoqkue.knij@rprbzf.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (168, N'7057362408', N'9328391743', N'70 Second Parkway', N'Cleveland', N'Wisconsin', N'USA', N'fuaoq.waskpcmdml@hp-wej.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (169, N'6117395157', N'0747501722', N'184 Rocky Clarendon Way', N'Mobile', N'Nevada', N'USA', N'wnldka83@fwomqz.neleqi.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (170, N'5034862148', N'3133898195', N'34 South White Nobel Avenue', N'Akron', N'Massachusetts', N'USA', N'bexveo365@pchbec.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (171, N'7899355585', N'3509971438', N'20 White Cowley Boulevard', N'Riverside', N'Virginia', N'USA', N'bofffn37@nkcxnb.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (172, N'8339067619', N'0875940715', N'79 White Cowley Road', N'Seattle', N'Mississippi', N'USA', N'rfwc.ybdclg@zqrqybcta.uc-dzj.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (173, N'1189606003', N'6376421463', N'156 Rocky Old Parkway', N'El Paso', N'Utah', N'USA', N'epuwrdfp.gfinunmnf@xuyd-g.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (174, N'2184460319', N'2407067120', N'47 West White First Road', N'Columbus', N'California', N'USA', N'ubtojb195@lxmvnhi.rmdqzf.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (175, N'4102731391', N'0118932339', N'196 Clarendon Boulevard', N'Honolulu', N'Maryland', N'USA', N'rqwi@rzmihio.mulwki.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (176, N'2593298427', N'8614046968', N'12 South White Nobel Road', N'Arlington', N'Maryland', N'USA', N'occppxjv.lhrbiruz@uafjxm.euykhc.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (177, N'6208642857', N'0812414177', N'116 First Parkway', N'Glendale', N'Oklahoma', N'USA', N'ysnx.qrxxga@ublfzfn.sqcsd-.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (178, N'2938882107', N'6911622017', N'77 Milton Boulevard', N'Lincoln', N'Washington', N'USA', N'deug@jyejilrlt.zwzbcr.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (179, N'8057721070', N'1661549443', N'132 Old Parkway', N'Riverside', N'California', N'USA', N'zwtblpzx.gebwvivbbe@-rzkav.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (180, N'3686349937', N'8775313466', N'256 Rocky Cowley Street', N'Santa Ana', N'Missouri', N'USA', N'aczjyjji.jkqofor@qgbqcmswb.zndwta.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (181, N'4820037426', N'9627923541', N'74 Nobel Parkway', N'Yonkers', N'Illinois', N'USA', N'sylznomu4@tytjtym.wfmhfm.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (182, N'8479594113', N'2395777408', N'24 Milton Boulevard', N'Kansas', N'Vermont', N'USA', N'nwmckze.tndhic@qfpkna.qgvsxq.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (183, N'6240182378', N'7582065740', N'30 South White Cowley Boulevard', N'Corpus Christi', N'Mississippi', N'USA', N'noptykau.saljpndbtp@vawjlcd.s-llps.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (184, N'7772535078', N'4042321886', N'81 West Old Street', N'Denver', N'Georgia', N'USA', N'meplviv2@ovwrtc.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (185, N'7737103038', N'9962192665', N'931 North Old St.', N'Detroit', N'Alabama', N'USA', N'xpyyqh5@wuuopz.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (186, N'0791028249', N'3455462662', N'829 White New St.', N'Austin', N'Rhode Island', N'USA', N'mfwsek.wdut@ckxeru.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (187, N'5992704072', N'7597011673', N'63 Rocky Oak Drive', N'Omaha', N'Iowa', N'USA', N'dlso.tghrwpg@wtntkmntf.xrjrjh.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (188, N'5846465569', N'3144700703', N'722 White Oak Parkway', N'Madison', NULL, N'USA', N'nbkzqpkd.cwxst@ldadmprni.ujoxju.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (189, N'7605906052', N'4903094425', N'112 West Green Hague Road', N'Sacramento', N'South Carolina', N'USA', N'jrxdy86@hey-qx.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (190, N'6827134454', N'6398731530', N'492 Green Hague Freeway', N'Jackson', N'Nebraska', N'USA', N'wblsmhrp.ysbiyksdif@py-c-r.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (191, N'0383319395', NULL, N'70 Milton Parkway', N'Richmond', N'North Carolina', N'USA', N'xzfusrx.vhunvty@goho.yj-kmr.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (192, N'8277817779', N'8127926224', N'86 Nobel Avenue', N'Oakland', N'Hawaii', N'USA', N'zsjdymh.murmywiue@blicj.gjsfkf.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (193, N'4622538696', N'7356261607', N'197 North First Blvd.', N'San Jose', N'Ohio', N'USA', NULL)
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (194, N'1035203086', N'2023761777', N'619 South Rocky Hague Way', N'Portland', N'Massachusetts', N'USA', N'hcerum90@c-nrph.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (195, NULL, N'3331770053', N'163 Second Avenue', N'Birmingham', N'South Carolina', N'USA', N'fnjgtp@anoxpu.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (196, N'6376109517', NULL, N'71 Cowley Avenue', N'Rochester', N'Vermont', N'USA', N'koutmgpn806@pjusxx.gdky-z.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (197, N'4166726150', N'1354296233', N'349 East Milton Way', N'Houston', N'Nevada', N'USA', N'ktnmxbt162@awly.znvbfe.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (198, N'5965468015', N'4815708230', N'42 Clarendon Boulevard', N'Phoenix', N'Wyoming', N'USA', N'piofqga.odfnwxsohq@dnmb-g.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (199, N'8614297853', N'2059796263', N'71 Nobel Blvd.', N'Indianapolis', N'Minnesota', N'USA', N'rghrtd9@idwiitkdp.mzoizk.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (200, N'1451116098', N'4891062834', N'685 West Green Old Street', N'Charlotte', N'Delaware', N'USA', N'dpyhhmhv.sufqg@dheeiq.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (201, N'6151538503', NULL, N'947 North Hague Road', N'Little Rock', N'California', N'USA', N'ldhsjusi@awkbmgqkv.wsyuvc.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (202, N'3171073118', N'7280269924', N'236 White Clarendon Avenue', N'San Jose', N'Alaska', N'USA', N'uzuf.zdezaltw@nhxdsb.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (203, N'9445245882', N'6436412202', N'66 Nobel Boulevard', N'Bakersfield', N'Arkansas', N'USA', N'hnhpt.otpz@vacbibqj.d-wjgm.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (204, N'0978468069', N'2431179753', N'137 West First Parkway', N'Mobile', N'Vermont', N'USA', N'dszbyi36@rdwkhsh.aj-iiw.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (205, N'8079475916', N'4748614283', N'913 Rocky Milton Freeway', N'Anaheim', N'Maryland', N'USA', N'sjhliim28@rzlpxs.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (206, N'8913840840', N'8229809259', N'34 Rocky Second Avenue', N'Jackson', N'Ohio', N'USA', N'mcofkjtr.bzurzi@iqoxau.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (207, N'6134823371', N'1766840487', N'349 Fabien Avenue', N'Washington', N'Wyoming', N'USA', N'kkotl12@gyytq.mwsgzz.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (208, N'4440566630', N'4021462435', N'68 East Clarendon Boulevard', N'Jackson', N'California', N'USA', N'uiinobtp.icwh@qksohe.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (209, N'7452327684', N'7324855427', N'17 White Cowley Avenue', N'San Francisco', N'Pennsylvania', N'USA', N'zaoy.klksqva@ezrhzk.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (210, N'3345363096', N'0968363060', N'837 North Nobel Boulevard', N'Phoenix', N'Massachusetts', N'USA', N'fzcqphps.lonm@coxrdq.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (211, N'8454010806', N'1372300135', N'65 Green Oak Way', N'Tucson', N'Georgia', N'USA', N'asmpqx40@uwvd.z-xo-e.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (212, N'4927592222', N'9225013724', N'758 Second Boulevard', N'Madison', N'Texas', N'USA', N'zeknwwpz.wuzbsm@mdvxft.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (213, N'9313514708', N'9833546136', N'34 Rocky Milton Freeway', N'Chicago', N'Maryland', N'USA', N'eqca.tkqsayo@zggyj.xhkqwr.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (214, N'8384489626', N'8667323424', N'52 New Boulevard', N'Arlington', N'Georgia', N'USA', N'cyruarz.piaokzm@hkwqzu.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (215, N'4632260756', N'6946543256', N'24 Hague Blvd.', N'Akron', N'Indiana', N'USA', N'ghsj@otienmudt.pigmhx.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (216, N'4572286668', N'7150911493', N'54 Green Milton Street', N'Birmingham', N'Rhode Island', N'USA', N'jdmlzxk61@mvmwgev.vqswhd.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (217, N'8476971408', N'8184099499', N'73 First Drive', N'Garland', N'California', N'USA', N'tyusv517@mbczq.cmuqbt.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (218, N'7186270260', N'8264145121', N'316 Green Nobel St.', N'Oakland', N'Tennessee', N'USA', N'nmupqsj7@ratxtls.otnsfd.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (219, N'9870784260', N'3305546378', N'30 South Second Parkway', N'Bakersfield', N'Michigan', N'USA', N'xdwawp.vnesjd@qfndtxw.-tqtya.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (220, N'6840704678', N'4796631976', N'331 Milton Avenue', N'Hialeah', N'Nevada', N'USA', N'swlnwi.adbfhasmie@rxta.ezbzeq.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (221, N'4071099823', N'7909647574', N'93 Milton Boulevard', N'Louisville', N'California', N'USA', N'ranrxnhr686@aekuzjuuc.gqhlav.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (222, N'3009285856', N'3489866606', N'410 Rocky Second Drive', N'Memphis', N'North Carolina', N'USA', N'apzfvlq.fudfpvzb@wtvxfk.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (223, N'9971092766', N'5783377563', N'72 South White First Boulevard', N'Madison', N'Ohio', N'USA', N'wzfkh67@jzdfa.zyfrvi.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (224, N'5080103061', N'1381142969', N'71 South Green First Freeway', N'New York', N'Minnesota', N'USA', N'aqofrtu.tucvn@yaygm.snuhfm.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (225, N'4042211044', NULL, N'363 White Hague Way', N'Tacoma', N'Vermont', N'USA', N'apwd9@hbtdklytl.ntvkct.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (226, N'2322366778', N'8032060715', N'533 Milton Drive', N'Oklahoma', N'Hawaii', N'USA', N'akjn9@frgntn.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (227, N'3648135963', N'4648286279', N'52 Rocky Milton Blvd.', N'San Jose', N'Idaho', N'USA', N'essic.uokeffs@qxasutdeq.raejue.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (228, N'3500429643', N'8297224716', N'57 East New Drive', N'Columbus', N'Arizona', N'USA', N'ybmox.stfun@hexwne.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (229, N'2472709445', N'6606716726', N'587 Nobel Parkway', N'Tampa', N'Arkansas', N'USA', N'porwem.qyhlthpbz@baxk.gdszmy.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (230, N'3014669181', N'4047611336', N'526 Old Boulevard', N'Jackson', N'Georgia', N'USA', N'wnmyw31@vfnu-p.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (231, N'3559018987', N'8389295145', N'83 White Milton Street', N'St. Paul', N'Tennessee', N'USA', N'bhwk.opatqrsgp@vrfybo.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (232, N'9320680213', N'0865767292', N'836 Nobel Way', N'Grand Rapids', N'Massachusetts', N'USA', N'ioxtjs0@-cuugk.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (233, N'7603864476', NULL, N'62 Milton Blvd.', N'Jersey', N'Indiana', N'USA', N'mxxpqx.ypxysxyjp@qafzpp.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (234, N'4301397255', N'5463648817', N'52 Clarendon Street', N'St. Louis', N'South Carolina', N'USA', N'bbwyn.lolygvvnlb@scfle.ormgxg.net')
GO
